name,id,race,whatBuildsUnit,whatBuildsCount,requiredUnits,requiredTech,cloakingTech,abilities,upgrades,armorUpgrade,maxHitPoints,maxShields,maxEnergy,armor,mineralPrice,gasPrice,buildTime,supplyRequired,supplyProvided,spaceRequired,spaceProvided,buildScore,destroyScore,size,tileWidth,tileHeight,dimensionLeft,dimensionUp,dimensionRight,dimensionDown,width,height,seekRange,sightRange,groundWeapon,maxGroundHits,airWeapon,maxAirHits,topSpeed,acceleration,haltDistance,turnRadius,canProduce,canAttack,canMove,isFlyer,regeneratesHP,isSpellcaster,hasPermanentCloak,isInvincible,isOrganic,isMechanical,isRobotic,isDetector,isResourceContainer,isResourceDepot,isRefinery,isWorker,requiresPsi,requiresCreep,isTwoUnitsInOneEgg,isBurrowable,isCloakable,isBuilding,isAddon,isFlyingBuilding,isNeutral,isHero,isPowerup,isBeacon,isFlagBeacon,isSpecialBuilding,isSpell,producesCreep,producesLarva,isMineralField,isCritter,canBuildAddon,buildsWhat,researchesWhat,upgradesWhat
Hero_Infested_Kerrigan,51,Zerg,None,0,,None,Personnel_Cloaking,"Personnel_Cloaking|Ensnare|Psionic_Storm|Consume","Zerg_Carapace|Zerg_Melee_Attacks",Zerg_Carapace,400,0,250,2,200,300,1500,0,0,1,0,0,4000,Small,1,1,7,10,7,11,15,22,96,288,Claws_Infested_Kerrigan,1,None,0,4.0,1,1,40,false,true,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Unclean_One,52,Zerg,None,0,,None,None,"Burrowing|Dark_Swarm|Plague|Consume",Zerg_Carapace,Zerg_Carapace,250,0,250,3,50,200,1500,0,0,2,0,0,900,Medium,1,1,13,12,13,12,27,25,0,320,None,0,None,0,4.0,1,1,27,false,false,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Hunter_Killer,53,Zerg,None,0,,None,None,Burrowing,"Zerg_Carapace|Zerg_Missile_Attacks",Zerg_Carapace,160,0,0,2,150,50,780,0,0,2,0,0,500,Medium,1,1,10,10,10,12,21,23,0,256,Needle_Spines_Hunter_Killer,1,Needle_Spines_Hunter_Killer,1,3.66,1,1,27,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Devouring_One,54,Zerg,None,0,,None,None,Burrowing,"Zerg_Carapace|Zerg_Melee_Attacks",Zerg_Carapace,120,0,0,3,100,0,840,0,0,1,0,0,100,Small,1,1,8,4,7,11,16,16,96,160,Claws_Devouring_One,1,None,0,5.49,1,1,27,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Kukulza_Mutalisk,55,Zerg,None,0,,None,None,,"Zerg_Flyer_Carapace|Zerg_Flyer_Attacks",Zerg_Flyer_Carapace,300,0,0,3,200,200,1200,0,0,255,0,0,1200,Small,2,2,22,22,21,21,44,44,96,224,Glave_Wurm_Kukulza,1,Glave_Wurm_Kukulza,1,6.67,67,21745,40,false,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Kukulza_Guardian,56,Zerg,None,0,,None,None,,"Zerg_Flyer_Carapace|Zerg_Flyer_Attacks",Zerg_Flyer_Carapace,400,0,0,4,100,200,1200,0,0,255,0,0,2200,Large,2,2,22,22,21,21,44,44,0,352,Acid_Spore_Kukulza,1,None,0,2.5,27,7585,20,false,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Yggdrasill,57,Zerg,None,0,,None,None,,Zerg_Flyer_Carapace,Zerg_Flyer_Carapace,1000,0,0,4,200,0,1200,0,60,255,8,0,400,Large,2,2,25,25,24,24,50,50,0,352,None,0,None,0,0.83,27,840,20,false,false,true,true,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Terran_Valkyrie,58,Terran,Terran_Starport,1,"Terran_Control_Tower=1|Terran_Armory=1|Terran_Starport=1",None,None,,"Terran_Ship_Plating|Terran_Ship_Weapons",Terran_Ship_Plating,200,0,0,2,250,125,750,6,0,255,0,400,800,Large,2,2,24,16,24,20,49,37,0,256,None,0,Halo_Rockets,4,6.6,65,21901,30,false,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Zerg_Cocoon,59,Zerg,Zerg_Mutalisk,1,"Zerg_Greater_Spire=1|Zerg_Mutalisk=1",None,None,,Zerg_Carapace,Zerg_Carapace,200,0,0,0,1,1,1,0,0,255,0,0,1100,Large,1,1,16,16,15,15,32,32,0,128,None,0,None,0,0.0,0,0,0,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Corsair,60,Protoss,Protoss_Stargate,1,Protoss_Stargate=1,None,None,Disruption_Web,"Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons|Argus_Jewel",Protoss_Air_Armor,100,80,200,1,150,100,600,4,0,255,0,350,700,Medium,1,1,18,16,17,15,36,32,288,288,None,0,Neutron_Flare,1,6.67,67,17067,30,false,true,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Dark_Templar,61,Protoss,Protoss_Gateway,1,"Protoss_Templar_Archives=1|Protoss_Gateway=1",None,None,Dark_Archon_Meld,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons",Protoss_Ground_Armor,80,40,0,1,125,100,750,4,0,2,0,325,650,Small,1,1,12,6,11,19,24,26,96,224,Warp_Blades,1,None,0,4.92,27,13474,40,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Protoss_Dark_Archon,,
Zerg_Devourer,62,Zerg,Zerg_Mutalisk,1,"Zerg_Greater_Spire=1|Zerg_Mutalisk=1",None,None,,"Zerg_Flyer_Carapace|Zerg_Flyer_Attacks",Zerg_Flyer_Carapace,250,0,0,2,150,50,600,4,0,255,0,550,1100,Large,2,2,22,22,21,21,44,44,224,320,None,0,Corrosive_Acid,1,5.0,48,17067,30,false,true,true,true,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Dark_Archon,63,Protoss,Protoss_Dark_Templar,2,Protoss_Dark_Templar=2,None,None,"Mind_Control|Feedback|Maelstrom","Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons|Argus_Talisman",Protoss_Ground_Armor,25,200,200,1,0,0,300,8,0,4,0,650,1300,Large,1,1,16,16,15,15,32,32,224,320,None,0,None,0,4.92,160,5120,40,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Probe,64,Protoss,Protoss_Nexus,1,Protoss_Nexus=1,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor",Protoss_Ground_Armor,20,20,0,0,50,0,300,2,0,1,0,50,100,Small,1,1,11,11,11,11,23,23,0,256,Particle_Beam,1,None,0,4.92,67,12227,40,false,true,true,false,false,false,false,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,"Protoss_Arbiter_Tribunal|Protoss_Assimilator|Protoss_Citadel_of_Adun|Protoss_Cybernetics_Core|Protoss_Fleet_Beacon|Protoss_Forge|Protoss_Gateway|Protoss_Nexus|Protoss_Observatory|Protoss_Photon_Cannon|Protoss_Pylon|Protoss_Robotics_Facility|Protoss_Robotics_Support_Bay|Protoss_Shield_Battery|Protoss_Stargate|Protoss_Templar_Archives",,
Protoss_Zealot,65,Protoss,Protoss_Gateway,1,Protoss_Gateway=1,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons|Leg_Enhancements",Protoss_Ground_Armor,100,60,0,1,100,0,600,4,0,2,0,100,200,Small,1,1,11,5,11,13,23,19,96,224,Psi_Blades,2,None,0,4.0,1,1,40,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Dragoon,66,Protoss,Protoss_Gateway,1,"Protoss_Cybernetics_Core=1|Protoss_Gateway=1",None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons|Singularity_Charge",Protoss_Ground_Armor,100,80,0,1,125,50,750,4,0,4,0,250,500,Large,1,1,15,15,16,16,32,32,0,256,Phase_Disruptor,1,Phase_Disruptor,1,5.0,1,1,40,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_High_Templar,67,Protoss,Protoss_Gateway,1,"Protoss_Templar_Archives=1|Protoss_Gateway=1",None,None,"Psionic_Storm|Hallucination|Archon_Warp","Protoss_Plasma_Shields|Protoss_Ground_Armor|Khaydarin_Amulet",Protoss_Ground_Armor,40,40,200,0,50,150,750,4,0,2,0,350,700,Small,1,1,12,10,11,13,24,24,96,224,None,0,None,0,3.2,27,13474,40,false,false,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Protoss_Archon,,
Protoss_Archon,68,Protoss,Protoss_High_Templar,2,Protoss_High_Templar=2,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons",Protoss_Ground_Armor,10,350,0,0,0,0,300,8,0,4,0,700,1400,Large,1,1,16,16,15,15,32,32,96,256,Psionic_Shockwave,1,Psionic_Shockwave,1,4.92,160,5120,40,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Shuttle,69,Protoss,Protoss_Robotics_Facility,1,Protoss_Robotics_Facility=1,None,None,,"Protoss_Plasma_Shields|Protoss_Air_Armor|Gravitic_Drive",Protoss_Air_Armor,80,60,0,1,200,0,900,4,0,255,8,200,400,Large,2,1,20,16,19,15,40,32,0,256,None,0,None,0,4.43,17,37756,20,false,false,true,true,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Scout,70,Protoss,Protoss_Stargate,1,Protoss_Stargate=1,None,None,,"Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons|Apial_Sensors|Gravitic_Thrusters",Protoss_Air_Armor,150,100,0,0,275,125,1200,6,0,255,0,650,1300,Large,2,1,18,16,17,15,36,32,0,256,Dual_Photon_Blasters,1,Anti_Matter_Missiles,1,5.0,48,17067,30,false,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Arbiter,71,Protoss,Protoss_Stargate,1,"Protoss_Arbiter_Tribunal=1|Protoss_Stargate=1",None,None,"Recall|Stasis_Field","Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons|Khaydarin_Core",Protoss_Air_Armor,200,150,200,1,100,350,2400,8,0,255,0,1025,2050,Large,2,2,22,22,21,21,44,44,0,288,Phase_Disruptor_Cannon,1,Phase_Disruptor_Cannon,1,5.0,33,24824,40,false,true,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Carrier,72,Protoss,Protoss_Stargate,1,"Protoss_Fleet_Beacon=1|Protoss_Stargate=1",None,None,,"Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons|Carrier_Capacity",Protoss_Air_Armor,300,150,0,4,350,250,2100,12,0,255,0,950,1900,Large,2,2,32,32,31,31,64,64,256,352,None,0,None,0,3.33,27,13474,20,true,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Protoss_Interceptor,,
Protoss_Interceptor,73,Protoss,Protoss_Carrier,1,Protoss_Carrier=1,None,None,,"Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons",Protoss_Air_Armor,40,40,0,0,25,0,300,0,0,255,0,30,60,Small,1,1,8,8,7,7,16,16,0,192,Pulse_Cannon,1,Pulse_Cannon,1,13.33,427,13640,40,false,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Hero_Dark_Templar,74,Protoss,None,0,,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons",Protoss_Ground_Armor,40,80,0,0,150,150,750,2,0,2,0,0,400,Small,1,1,12,6,11,19,24,26,96,224,Warp_Blades_Hero,1,None,0,4.92,27,13474,40,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Zeratul,75,Protoss,None,0,,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons",Protoss_Ground_Armor,60,400,0,0,100,300,1500,0,0,2,0,0,800,Small,1,1,12,6,11,19,24,26,96,224,Warp_Blades_Zeratul,1,None,0,4.92,27,13474,40,false,true,true,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Tassadar_Zeratul_Archon,76,Protoss,None,0,,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons",Protoss_Ground_Armor,100,800,0,3,0,0,600,0,0,4,0,0,2800,Large,1,1,16,16,15,15,32,32,96,256,Psionic_Shockwave_TZ_Archon,1,Psionic_Shockwave_TZ_Archon,1,4.92,160,5120,40,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Fenix_Zealot,77,Protoss,None,0,,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons",Protoss_Ground_Armor,240,240,0,2,200,0,1200,0,0,2,0,0,400,Small,1,1,11,5,11,13,23,19,96,224,Psi_Blades_Fenix,2,None,0,4.0,1,1,40,false,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Fenix_Dragoon,78,Protoss,None,0,,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons",Protoss_Ground_Armor,240,240,0,3,300,100,1500,0,0,4,0,0,1000,Large,1,1,15,15,16,16,32,32,0,256,Phase_Disruptor_Fenix,1,Phase_Disruptor_Fenix,1,5.0,1,1,40,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Tassadar,79,Protoss,None,0,,None,None,"Psionic_Storm|Hallucination","Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons",Protoss_Ground_Armor,80,300,250,2,100,300,1500,0,0,2,0,0,1400,Small,1,1,12,10,11,13,24,24,96,224,Psi_Assault,1,None,0,3.2,27,13474,40,false,true,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Mojo,80,Protoss,None,0,,None,None,,"Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons",Protoss_Air_Armor,400,400,0,3,600,300,2400,0,0,255,0,0,2600,Large,2,1,18,16,17,15,36,32,0,320,Dual_Photon_Blasters_Mojo,1,Anti_Matter_Missiles_Mojo,1,5.0,48,17067,30,false,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Warbringer,81,Protoss,None,0,,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons|Scarab_Damage|Reaver_Capacity",Protoss_Ground_Armor,200,400,0,3,400,200,1800,0,0,4,0,0,1600,Large,1,1,16,16,15,15,32,32,256,320,None,0,None,0,1.78,1,1,20,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Gantrithor,82,Protoss,None,0,,None,None,,"Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons",Protoss_Air_Armor,800,500,0,4,700,600,4200,0,0,255,0,0,3800,Large,2,2,32,32,31,31,64,64,256,288,None,0,None,0,3.33,27,13474,20,true,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Reaver,83,Protoss,Protoss_Robotics_Facility,1,"Protoss_Robotics_Support_Bay=1|Protoss_Robotics_Facility=1",None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons|Scarab_Damage|Reaver_Capacity",Protoss_Ground_Armor,100,80,0,0,200,100,1050,8,0,4,0,400,800,Large,1,1,16,16,15,15,32,32,256,320,None,0,None,0,1.78,1,1,20,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,Protoss_Scarab,,
Protoss_Observer,84,Protoss,Protoss_Robotics_Facility,1,"Protoss_Robotics_Facility=1|Protoss_Observatory=1",None,None,,"Protoss_Plasma_Shields|Protoss_Air_Armor|Sensor_Array|Gravitic_Boosters",Protoss_Air_Armor,40,20,0,0,25,75,600,2,0,255,0,225,450,Small,1,1,16,16,15,15,32,32,0,288,None,0,None,0,3.33,27,13474,20,false,false,true,true,false,false,true,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Protoss_Scarab,85,Protoss,Protoss_Reaver,1,Protoss_Reaver=1,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons",Protoss_Ground_Armor,20,10,0,0,15,0,105,0,0,255,0,0,0,Small,1,1,2,2,2,2,5,5,96,160,Scarab,1,None,0,16.0,1,1,27,false,true,true,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Hero_Danimoth,86,Protoss,None,0,,None,None,"Recall|Stasis_Field","Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons",Protoss_Air_Armor,600,500,250,3,50,1000,4800,0,0,255,0,0,4100,Large,2,2,22,22,21,21,44,44,0,288,Phase_Disruptor_Cannon_Danimoth,1,Phase_Disruptor_Cannon_Danimoth,1,5.0,33,24824,40,false,true,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Aldaris,87,Protoss,None,0,,None,None,,"Protoss_Plasma_Shields|Protoss_Ground_Armor|Protoss_Ground_Weapons",Protoss_Ground_Armor,80,300,250,2,100,300,1500,0,0,2,0,0,1400,Small,1,1,12,10,11,13,24,24,96,224,Psi_Assault,1,None,0,3.2,27,13474,40,false,true,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Artanis,88,Protoss,None,0,,None,None,,"Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons",Protoss_Air_Armor,250,250,0,3,600,300,2400,0,0,255,0,0,2400,Large,2,1,18,16,17,15,36,32,0,320,Dual_Photon_Blasters_Artanis,1,Anti_Matter_Missiles_Artanis,1,5.0,48,17067,30,false,true,true,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Critter_Rhynadon,89,None,None,0,,None,None,,,Upgrade_60,60,0,0,0,1,1,1,0,0,255,0,0,10,Small,1,1,16,16,15,15,32,32,0,224,None,0,None,0,4.0,1,1,27,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,,,
Critter_Bengalaas,90,None,None,0,,None,None,,,Upgrade_60,60,0,0,0,1,1,1,0,0,255,0,0,10,Small,1,1,16,16,15,15,32,32,0,224,None,0,None,0,4.0,1,1,27,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,,,
Special_Cargo_Ship,91,Zerg,None,0,,None,None,,,Upgrade_60,125,0,0,1,100,100,600,0,0,255,0,0,0,Medium,1,1,15,15,16,16,32,32,256,256,None,0,None,0,0.0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Special_Mercenary_Gunship,92,Zerg,None,0,,None,None,,,Upgrade_60,125,0,0,1,100,100,600,0,0,255,0,0,0,Medium,1,1,15,15,16,16,32,32,128,224,None,0,None,0,0.0,0,0,0,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Critter_Scantid,93,None,None,0,,None,None,,,Upgrade_60,60,0,0,0,1,1,1,0,0,255,0,0,10,Small,1,1,16,16,15,15,32,32,0,224,None,0,None,0,4.0,1,1,27,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,,,
Critter_Kakaru,94,None,None,0,,None,None,,,Upgrade_60,60,0,0,0,1,1,1,0,0,255,0,0,10,Small,1,1,16,16,15,15,32,32,0,224,None,0,None,0,5.0,16,51200,14,false,false,true,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,,,
Critter_Ragnasaur,95,None,None,0,,None,None,,,Upgrade_60,60,0,0,0,1,1,1,0,0,255,0,0,10,Small,1,1,16,16,15,15,32,32,0,224,None,0,None,0,4.0,1,1,27,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,,,
Critter_Ursadon,96,None,None,0,,None,None,,,Upgrade_60,60,0,0,0,1,1,1,0,0,255,0,0,10,Small,1,1,16,16,15,15,32,32,0,224,None,0,None,0,4.0,1,1,27,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,,,
Zerg_Lurker_Egg,97,Zerg,Zerg_Hydralisk,1,Zerg_Hydralisk=1,Lurker_Aspect,None,,Zerg_Carapace,Zerg_Carapace,200,0,0,10,1,1,1,0,0,255,0,0,500,Medium,1,1,16,16,15,15,32,32,0,128,None,0,None,0,0.0,0,0,0,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Hero_Raszagal,98,Protoss,None,0,,None,None,Disruption_Web,"Protoss_Plasma_Shields|Protoss_Air_Armor|Protoss_Air_Weapons",Protoss_Air_Armor,100,60,250,0,150,100,750,0,0,255,0,0,1300,Medium,1,1,18,16,17,15,36,32,288,288,None,0,Neutron_Flare,1,6.67,67,17067,30,false,true,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Samir_Duran,99,Terran,None,0,,None,Personnel_Cloaking,"Lockdown|Personnel_Cloaking","Terran_Infantry_Armor|Terran_Infantry_Weapons",Terran_Infantry_Armor,200,0,250,2,200,75,1500,0,0,1,0,0,700,Small,1,1,7,10,7,11,15,22,0,320,C_10_Canister_Rifle_Samir_Duran,1,C_10_Canister_Rifle_Samir_Duran,1,4.0,1,1,40,false,true,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Hero_Alexei_Stukov,100,Terran,None,0,,None,Personnel_Cloaking,"Lockdown|Personnel_Cloaking","Terran_Infantry_Armor|Terran_Infantry_Weapons",Terran_Infantry_Armor,250,0,250,3,200,75,1500,0,0,1,0,0,700,Small,1,1,7,10,7,11,15,22,0,352,C_10_Canister_Rifle_Alexei_Stukov,1,C_10_Canister_Rifle_Alexei_Stukov,1,4.0,1,1,40,false,true,true,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Special_Map_Revealer,101,None,None,0,,None,None,,,Upgrade_60,1,0,0,0,0,0,1,0,0,255,0,0,0,Independent,1,1,13,13,13,17,27,31,0,320,None,0,None,0,0.0,0,0,0,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Hero_Gerard_DuGalle,102,Terran,None,0,,None,None,Yamato_Gun,"Terran_Ship_Plating|Terran_Ship_Weapons",Terran_Ship_Plating,700,0,250,4,800,600,4800,0,0,255,0,0,4800,Large,2,2,37,29,37,29,75,59,0,352,ATS_Laser_Battery_Hero,1,ATA_Laser_Battery_Hero,1,2.5,27,7585,20,false,true,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
Zerg_Lurker,103,Zerg,Zerg_Hydralisk,1,Zerg_Hydralisk=1,Lurker_Aspect,None,Burrowing,"Zerg_Carapace|Zerg_Missile_Attacks",Zerg_Carapace,125,0,0,1,50,100,600,4,0,4,0,250,500,Medium,1,1,15,15,16,16,32,32,192,256,Subterranean_Spines,1,None,0,5.82,1,1,40,false,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,,
Hero_Infested_Duran,104,Zerg,None,0,,None,Personnel_Cloaking,"Lockdown|Personnel_Cloaking|Consume","Zerg_Carapace|Terran_Infantry_Weapons",Zerg_Carapace,300,0,250,3,200,75,1500,0,0,1,0,0,700,Small,1,1,7,10,7,11,15,22,0,352,C_10_Canister_Rifle_Infested_Duran,1,C_10_Canister_Rifle_Infested_Duran,1,4.0,1,1,40,false,true,true,false,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,,
